,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
132,Person search,2022-02-12T00:00:00+00:00,,,51.690506,-4.948318,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
133,Person search,2022-02-12T00:00:00+00:00,,,51.674064,-4.161241,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,0.0
134,Person search,2022-02-12T00:00:00+00:00,,,51.674064,-4.161241,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,0.0
135,Person search,2022-02-12T00:00:00+00:00,,,52.51849300000001,-3.2995940000000004,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,0.0
136,Person search,2022-02-12T00:00:00+00:00,,,,,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,0.0
137,Person search,2022-02-12T00:00:00+00:00,,,51.710248,-4.059787,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
138,Person search,2022-02-12T00:00:00+00:00,,,51.717416,-5.021512,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
139,Person search,2022-02-12T00:00:00+00:00,,,51.806822,-4.772149,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
140,Person search,2022-02-12T00:00:00+00:00,,,51.703947,-4.07189,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
141,Person search,2022-02-13T00:00:00+00:00,,,51.785296,-4.014314,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,,0.0
142,Person search,2022-02-13T00:00:00+00:00,,,,,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
143,Person search,2022-02-13T00:00:00+00:00,,,51.68052,-4.161302,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
144,Person search,2022-02-13T00:00:00+00:00,,,51.714199,-4.056029,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,0.0
145,Person search,2022-02-13T00:00:00+00:00,,,51.6872,-4.25041,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,0.0
146,Person search,2022-02-13T00:00:00+00:00,,,51.680433,-4.160618,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,0.0
147,Person search,2022-02-13T00:00:00+00:00,,,51.674597999999996,-4.1586050000000006,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
148,Person search,2022-02-13T00:00:00+00:00,,,51.67729,-4.163304,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
149,Person search,2022-02-13T00:00:00+00:00,,,51.68052,-4.161302,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
150,Person search,2022-02-13T00:00:00+00:00,,,51.945305,-3.408183,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,0.0
151,Person search,2022-02-13T00:00:00+00:00,,,51.703947,-4.07189,Male,25-34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,0.0
152,Person search,2022-02-13T00:00:00+00:00,,,51.679602,-4.916779,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,0.0
153,Person search,2022-02-14T00:00:00+00:00,,,51.794528,-4.0749379999999995,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
154,Person and Vehicle search,2022-02-14T00:00:00+00:00,,,51.676559999999995,-4.704308,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),True,0.0
155,Person and Vehicle search,2022-02-14T00:00:00+00:00,,,52.409833,-4.076902,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
156,Person search,2022-02-14T00:00:00+00:00,,,,,Female,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
157,Person search,2022-02-14T00:00:00+00:00,,,,,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
158,Vehicle search,2022-02-14T00:00:00+00:00,,,51.794528,-4.0749379999999995,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
159,Person and Vehicle search,2022-02-14T00:00:00+00:00,,,52.451531,-4.020084,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
160,Vehicle search,2022-02-14T00:00:00+00:00,,,51.796605,-4.084141000000001,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
161,Person search,2022-02-14T00:00:00+00:00,,,51.849114,-4.2972790000000005,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,0.0
162,Person search,2022-02-14T00:00:00+00:00,,,51.971181,-3.876749,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,0.0
163,Person search,2022-02-14T00:00:00+00:00,,,51.794528,-4.0749379999999995,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
164,Person and Vehicle search,2022-02-15T00:00:00+00:00,,,51.850343,-4.2831410000000005,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
165,Vehicle search,2022-02-15T00:00:00+00:00,,,52.060140999999994,-3.2929839999999997,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,0.0
166,Person search,2022-02-15T00:00:00+00:00,,,52.304249,-3.511567,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
167,Person search,2022-02-15T00:00:00+00:00,,,52.415802,-4.07905,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,0.0
168,Vehicle search,2022-02-15T00:00:00+00:00,,,51.850343,-4.2831410000000005,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
169,Person search,2022-02-15T00:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,0.0
170,Person and Vehicle search,2022-02-15T00:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
171,Vehicle search,2022-02-15T00:00:00+00:00,,,51.872816,-4.281272,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
172,Person search,2022-02-15T00:00:00+00:00,,,51.795790999999994,-3.9883589999999995,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
173,Person search,2022-02-15T00:00:00+00:00,,,51.680966,-4.165359,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
174,Person search,2022-02-15T00:00:00+00:00,,,52.415802,-4.07905,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,0.0
175,Person search,2022-02-15T00:00:00+00:00,,,51.793403999999995,-3.979568,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,Arrest,,0.0
176,Person search,2022-02-15T00:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
177,Person search,2022-02-15T00:00:00+00:00,,,52.415802,-4.07905,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,0.0
178,Person search,2022-02-15T00:00:00+00:00,,,52.415802,-4.07905,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,0.0
179,Person search,2022-02-15T00:00:00+00:00,,,51.680966,-4.165359,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
180,Vehicle search,2022-02-15T00:00:00+00:00,,,52.304249,-3.511567,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,0.0
181,Person search,2022-02-15T00:00:00+00:00,,,51.872816,-4.281272,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
182,Person and Vehicle search,2022-02-15T00:00:00+00:00,,,52.412221,-4.081205000000001,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,0.0
183,Vehicle search,2022-02-15T00:00:00+00:00,,,52.304249,-3.511567,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
184,Person search,2022-02-15T00:00:00+00:00,,,51.872816,-4.281272,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
185,Person search,2022-02-15T00:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,0.0
186,Person search,2022-02-15T00:00:00+00:00,,,52.415802,-4.07905,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Crossbows,A no further action disposal,,0.0
187,Person search,2022-02-16T00:00:00+00:00,,,51.798084,-4.079829,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
188,Person search,2022-02-16T00:00:00+00:00,,,52.060140999999994,-3.2929839999999997,Male,over 34,Asian/Asian British - Any other Asian background,Other,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,0.0
189,Person search,2022-02-16T00:00:00+00:00,,,52.241534,-3.379596,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,0.0
190,Person search,2022-02-16T00:00:00+00:00,,,52.060140999999994,-3.2929839999999997,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,0.0
191,Person search,2022-02-16T00:00:00+00:00,,,51.850343,-4.2831410000000005,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
192,Vehicle search,2022-02-16T00:00:00+00:00,,,51.794885,-4.086295,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
193,Person search,2022-02-16T00:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,0.0
194,Person search,2022-02-16T00:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,0.0
195,Person search,2022-02-16T00:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,0.0
196,Person and Vehicle search,2022-02-16T00:00:00+00:00,,,51.789291,-3.9888410000000003,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
197,Person search,2022-02-16T00:00:00+00:00,,,51.789291,-3.9888410000000003,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
198,Person search,2022-02-17T00:00:00+00:00,,,52.236313,-3.3794190000000004,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
199,Person search,2022-02-17T00:00:00+00:00,,,51.674976,-4.163989,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
200,Person search,2022-02-17T00:00:00+00:00,,,52.241534,-3.379596,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
201,Person search,2022-02-17T00:00:00+00:00,,,51.677457000000004,-4.137029,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,0.0
202,Vehicle search,2022-02-17T00:00:00+00:00,,,52.251644,-3.37238,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
203,Vehicle search,2022-02-17T00:00:00+00:00,,,51.912935,-4.731438,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
204,Person search,2022-02-17T00:00:00+00:00,,,51.680966,-4.165359,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,0.0
205,Person search,2022-02-17T00:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
206,Vehicle search,2022-02-17T00:00:00+00:00,,,51.677457000000004,-4.137029,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
207,Person search,2022-02-17T00:00:00+00:00,,,51.850343,-4.2831410000000005,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
208,Person search,2022-02-18T00:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,0.0
